iteration,fuseTest,fuseResult
1,0,54.041
1,1,4092.73
3,0,53.1912
3,1,4093.85
5,0,56.6211
5,1,4092.43
7,0,54.3763
7,1,4094.68
9,0,55.4638
9,1,4091.5
11,0,52.4575
11,1,4094.29
13,0,52.1309
13,1,4093.73
15,0,53.4644
15,1,4092.08
17,0,55.4093
17,1,4091.92
19,0,54.2811
19,1,4094.64
21,0,54.3439
21,1,4094.56
23,0,56.4317
23,1,4091.86
25,0,52.8736
25,1,4093.12
27,0,53.8649
27,1,4091.5
29,0,53.7064
29,1,4092.53
31,0,52.7838
31,1,4092.6
33,0,53.9697
33,1,4091.89
35,0,55.5985
35,1,4091.08
37,0,55.7267
37,1,4092.95
39,0,51.626
39,1,4091.37
41,0,54.2794
41,1,4091.93
43,0,53.7673
43,1,4093.39
45,0,55.7391
45,1,4093.31
47,0,54.0054
47,1,4093.03
49,0,54.5302
49,1,4092.98
51,0,51.3508
51,1,4092.68
53,0,53.5664
53,1,4093.03
55,0,55.0775
55,1,4091.7
57,0,53.6628
57,1,4092.17
59,0,54.0294
59,1,4094.46
61,0,54.4077
61,1,4092.29
63,0,56.0256
63,1,4092.25
65,0,52.6879
65,1,4092.11
67,0,52.7203
67,1,4092.84
69,0,54.6035
69,1,4092.16
71,0,53.996
71,1,4093.2
73,0,54.1924
73,1,4091.94
75,0,55.3649
75,1,4091.76
77,0,54.2908
77,1,4091.56
79,0,55.2736
79,1,4091.01
81,0,54.7231
81,1,4092.68
83,0,53.3821
83,1,4091.14
85,0,52.1335
85,1,4091.19
87,0,54.0278
87,1,4091.38
89,0,52.3921
89,1,4092.18
91,0,53.8889
91,1,4094.97
93,0,55.8498
93,1,4091.87
95,0,54.1588
95,1,4091.5
97,0,54.7851
97,1,4092.58
99,0,55.6745
99,1,4093.55
101,0,52.5554
101,1,4091.95
103,0,54.1159
103,1,4092.3
105,0,53.8414
105,1,4092.33
107,0,54.2198
107,1,4092.74
109,0,53.8055
109,1,4093.58
111,0,54.2793
111,1,4093.37
113,0,54.027
113,1,4091.98
115,0,53.8695
115,1,4094.24
117,0,53.4723
117,1,4091.9
119,0,54.1097
119,1,4092.67
121,0,54.2315
121,1,4093.24
123,0,52.9049
123,1,4092.28
125,0,51.7174
125,1,4093.01
127,0,54.2154
127,1,4092.29
129,0,53.687
129,1,4091.56
131,0,53.3011
131,1,4091.71
133,0,53.8531
133,1,4093.74
135,0,54.055
135,1,4091.67
